"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process","22/1513","115/27563",2.62644167306074e-07,1.00140074002656e-05,8.8136284586846e-06,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539/Q9UJS0/P15531/P22392/P14618/P53597/O75323/P07864/P17812/P30613",22
"GO:0042451","GO:0042451","purine nucleoside biosynthetic process","27/1513","164/27563",3.03403535647714e-07,1.14062755779169e-05,1.00390054673278e-05,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/P21589/O75964/P30049/P56134/P36542/P56385/P54819/O95340/P24539/Q9UJS0/P15531/P22392/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/O43252/P30613",27
"GO:0046129","GO:0046129","purine ribonucleoside biosynthetic process","27/1513","164/27563",3.03403535647714e-07,1.14062755779169e-05,1.00390054673278e-05,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/P21589/O75964/P30049/P56134/P36542/P56385/P54819/O95340/P24539/Q9UJS0/P15531/P22392/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/O43252/P30613",27
"GO:0070527","GO:0070527","platelet aggregation","21/1513","107/27563",3.11664009171451e-07,1.16354563424008e-05,1.0240714336445e-05,"P60709/P63261/P21333/O14950/P19105/P21291/P24844/P04792/P53582/O00299/Q9Y490/P61225/P68871/P07093/P35579/P63092/Q13418/P80404/Q5JWF2/P61764/P18206",21
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","17/1513","73/27563",3.21307861766921e-07,1.19127659645446e-05,1.04847828576574e-05,"O75489/P49821/O96000/P28331/O00483/O43920/Q16718/Q16795/O95168/P19404/O95182/P56556/O95299/O75306/O75251/P09622/O00217",17
"GO:0090114","GO:0090114","COPII-coated vesicle budding","23/1513","127/27563",3.96643123491903e-07,1.46051604924142e-05,1.28544400872106e-05,"O75396/P13987/Q9H0U4/P49755/P62820/P55735/Q9NR31/Q8WVM8/P54920/P49257/Q9P0L0/O95292/O43617/O94979/O94855/P46459/O14653/Q15363/Q9Y6B6/Q15436/P53992/Q08379/O95486",23
"GO:1900034","GO:1900034","regulation of cellular response to heat","24/1513","138/27563",4.85720124431024e-07,1.77634788363346e-05,1.56341708508231e-05,"P11142/P62258/P08238/Q13557/P0DMV8/P0DMV9/P35244/P07900/P25685/P28482/P34931/O75190/Q13555/Q8N163/Q13554/P49841/Q9UL15/Q9UQM7/P57740/P12270/Q8N1F7/O75694/P49790/P52948",24
"GO:0016054","GO:0016054","organic acid catabolic process","47/1513","398/27563",6.95991108956723e-07,2.511173289766e-05,2.21015897899009e-05,"Q99714/P40939/P00505/P04181/P00367/P30084/P49748/P38117/O94925/P49448/Q16698/P13804/Q9UHG3/Q9NY65/P55084/O75521/P24752/P36957/P22307/P11310/P42126/P49419/P35914/Q15067/P09110/Q16836/Q9NUJ1/Q8NBM8/Q02218/P09622/P51659/O95571/P31937/Q16762/Q9H845/Q13011/P26440/Q6NVY1/P45954/P49189/P11182/P34896/Q9Y6N5/P80404/P30038/P22033/Q9UDR5",47
"GO:0046395","GO:0046395","carboxylic acid catabolic process","47/1513","398/27563",6.95991108956723e-07,2.511173289766e-05,2.21015897899009e-05,"Q99714/P40939/P00505/P04181/P00367/P30084/P49748/P38117/O94925/P49448/Q16698/P13804/Q9UHG3/Q9NY65/P55084/O75521/P24752/P36957/P22307/P11310/P42126/P49419/P35914/Q15067/P09110/Q16836/Q9NUJ1/Q8NBM8/Q02218/P09622/P51659/O95571/P31937/Q16762/Q9H845/Q13011/P26440/Q6NVY1/P45954/P49189/P11182/P34896/Q9Y6N5/P80404/P30038/P22033/Q9UDR5",47
"GO:0042026","GO:0042026","protein refolding","13/1513","46/27563",7.23874332900407e-07,2.59436560911506e-05,2.28337903606128e-05,"P10809/P11142/P61769/P08621/P0DMV8/P0DMV9/P17066/P54652/P07900/P25685/P34931/O60884/Q9UL15",13
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","26/1513","162/27563",8.27144446746709e-07,2.94485334153e-05,2.59185380838373e-05,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P54819/P24539/Q9UJS0/P14618/P21108/O75323/Q9UIJ7/P11908/P60891/P07864/P34896/P31939/P30613/P22102",26
"GO:1904814","GO:1904814","regulation of protein localization to chromosome, telomeric region","10/1513","27/27563",8.60624226586792e-07,3.04389200140171e-05,2.67902070533769e-05,"P78371/P40227/Q99832/O75367/P50990/P50991/P17987/P48643/Q9BVP2/P29590",10
"GO:0016458","GO:0016458","gene silencing","42/1513","341/27563",8.90854542905207e-07,3.130218315463e-05,2.75499908521424e-05,"P62805/Q16777/Q9BTM1/P04908/P0C0S8/P20671/Q6FI13/Q7L7L0/Q8IUE6/Q93077/Q96KK5/Q96QV6/P22626/P0C0S5/Q71UI9/P16104/P98179/P68431/P84243/Q71DI3/P11940/Q7KZF4/O75367/O75569/Q9BWF3/Q9H9J2/P62826/Q92879/Q92600/P57740/P55265/Q8TB72/Q09161/Q14671/P12270/Q9NQI0/Q9BXP5/Q8N1F7/O75694/P49790/A5YKK6/P52948",42
"GO:0034605","GO:0034605","cellular response to heat","30/1513","205/27563",9.35026316950786e-07,3.26409187008274e-05,2.87282521851933e-05,"P11142/P55072/P09601/P62258/P08238/Q13557/P0DMV8/P0DMV9/P17066/P35244/P07900/P25685/P28482/P34931/O75190/Q13555/Q8N163/Q13554/Q08211/Q16576/P07996/P49841/Q9UL15/Q9UQM7/P57740/P12270/Q8N1F7/O75694/P49790/P52948",30
"GO:0006090","GO:0006090","pyruvate metabolic process","29/1513","195/27563",1.00790878325068e-06,3.49581781855203e-05,3.07677418044944e-05,"P04075/P04406/P11177/P06733/P00338/P35613/P08559/P19367/P60174/Q9BRR6/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P09622/P18669/Q8N0Y7/P15259/P10515/P07864/P09104/P07205/Q9P0J1/P30613/P52789/Q9ULD0",29
"GO:0006353","GO:0006353","DNA-templated transcription, termination","27/1513","175/27563",1.13629704326505e-06,3.91585442602109e-05,3.4464610050448e-05,"P62304/O43809/P62318/P62306/P84103/P26368/Q13242/P0DN76/Q01081/Q13243/Q07955/Q86V81/Q6NZI2/Q13247/Q01130/P14678/Q15287/Q16629/Q86U42/Q05519/Q12996/Q08170/Q8N684/P32780/Q09161/Q8IYB3/Q9H0D6",27
"GO:0006892","GO:0006892","post-Golgi vesicle-mediated transport","32/1513","229/27563",1.16449455280179e-06,3.96253475217251e-05,3.48754576108542e-05,"P63244/P05783/P11142/Q01082/Q8NBS9/P61106/P63027/Q15836/Q8WVM8/Q10567/Q00610/P54920/O95782/Q9H4A6/P46459/P09496/P50570/P11279/P84077/O75608/Q13636/O43493/P61026/Q14677/O95573/P05067/Q14671/O00471/Q96KP1/Q9UPN3/Q92538/Q13439",32
"GO:0045109","GO:0045109","intermediate filament organization","11/1513","34/27563",1.16458424636023e-06,3.96253475217251e-05,3.48754576108542e-05,"P08670/Q04695/P02533/P17661/O75190/P35900/P14136/Q3SY84/P07196/P12036/P07197",11
"GO:1902600","GO:1902600","hydrogen ion transmembrane transport","26/1513","165/27563",1.18453966337283e-06,4.00508505049833e-05,3.52499555568413e-05,"P48047/O75947/P06576/P25705/Q9UJZ1/P14854/P31930/O75964/P30049/P56134/Q9UDW1/P61421/P36542/P14406/P56385/O00483/P07919/P24539/P00167/P13073/P21281/P47985/Q9Y6N1/Q15904/P15313/P38606",26
"GO:0006446","GO:0006446","regulation of translational initiation","24/1513","146/27563",1.39294940639669e-06,4.68031000549289e-05,4.11928130378496e-05,"O00571/P62136/P06748/Q92499/P41567/P60842/Q14240/P04792/Q9BWF3/Q04637/P60228/Q13217/Q13347/Q07666/P19525/O00303/P78344/P55010/Q14152/Q09161/P12270/B5ME19/Q99613/O60841",24
"GO:0048255","GO:0048255","mRNA stabilization","15/1513","64/27563",1.44158300088764e-06,4.81363367252915e-05,4.2366234645243e-05,"Q14103/P67809/P11940/Q15717/P07910/Q13148/O60506/Q13151/Q9NZI8/Q14011/Q00839/P16989/Q9Y2W1/Q9Y2T7/Q08211",15
"GO:0051648","GO:0051648","vesicle localization","51/1513","461/27563",1.7028014905113e-06,5.65077827962268e-05,4.97341955805606e-05,"Q15907/P62834/P62491/P27824/O43707/O75396/P13987/Q9Y678/O14656/Q9H0U4/P49755/P62820/P55735/P63027/Q9BVK6/Q8WVM8/O14579/P53618/O00194/P54920/P61923/P49257/P33176/O43617/O94979/O94855/P46459/O14653/P50570/P84077/Q15363/Q9Y6B6/P53621/P20339/P51159/P35222/P48444/Q15436/P49768/P53992/Q8N6T3/Q13561/P16615/Q08379/Q14203/P19022/P61764/O95486/P35606/O00203/Q92538",51
"GO:0043489","GO:0043489","RNA stabilization","15/1513","65/27563",1.77949968636417e-06,5.86907381220478e-05,5.16554800788308e-05,"Q14103/P67809/P11940/Q15717/P07910/Q13148/O60506/Q13151/Q9NZI8/Q14011/Q00839/P16989/Q9Y2W1/Q9Y2T7/Q08211",15
"GO:1904872","GO:1904872","regulation of telomerase RNA localization to Cajal body","10/1513","30/27563",2.63447251942124e-06,8.58359046327792e-05,7.55467558200859e-05,"Q9Y265/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q9Y230",10
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body","10/1513","30/27563",2.63447251942124e-06,8.58359046327792e-05,7.55467558200859e-05,"Q9Y265/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q9Y230",10
"GO:0006735","GO:0006735","NADH regeneration","14/1513","59/27563",2.74696706008452e-06,8.63857603854207e-05,7.60307003705487e-05,"P04075/P04406/P06733/P19367/P60174/P00558/P09972/P14618/P13929/P18669/P15259/P09104/P30613/P52789",14
"GO:0061615","GO:0061615","glycolytic process through fructose-6-phosphate","14/1513","59/27563",2.74696706008452e-06,8.63857603854207e-05,7.60307003705487e-05,"P04075/P04406/P06733/P19367/P60174/P00558/P09972/P14618/P13929/P18669/P15259/P09104/P30613/P52789",14
"GO:0061620","GO:0061620","glycolytic process through glucose-6-phosphate","14/1513","59/27563",2.74696706008452e-06,8.63857603854207e-05,7.60307003705487e-05,"P04075/P04406/P06733/P19367/P60174/P00558/P09972/P14618/P13929/P18669/P15259/P09104/P30613/P52789",14
"GO:0061621","GO:0061621","canonical glycolysis","14/1513","59/27563",2.74696706008452e-06,8.63857603854207e-05,7.60307003705487e-05,"P04075/P04406/P06733/P19367/P60174/P00558/P09972/P14618/P13929/P18669/P15259/P09104/P30613/P52789",14
"GO:0061718","GO:0061718","glucose catabolic process to pyruvate","14/1513","59/27563",2.74696706008452e-06,8.63857603854207e-05,7.60307003705487e-05,"P04075/P04406/P06733/P19367/P60174/P00558/P09972/P14618/P13929/P18669/P15259/P09104/P30613/P52789",14
"GO:0001649","GO:0001649","osteoblast differentiation","45/1513","393/27563",2.74776135154519e-06,8.63857603854207e-05,7.60307003705487e-05,"P63244/P02545/P35232/P06576/P17844/P62841/Q7KZF4/P13164/Q9P2E9/P07910/O60506/P02452/O76021/Q00610/P84090/Q96CG8/Q00839/Q86V81/Q96A33/P38159/O00299/Q9UBG0/Q9NR12/P61604/P62280/P67936/Q9NR30/P35222/P51659/P12109/O94874/Q08211/P63092/P22087/Q15904/O00622/Q13418/P35998/P04040/Q5JWF2/P55265/Q9BZE4/O75326/P40189/O75643",45
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","28/1513","194/27563",2.80566363889824e-06,8.76933007134705e-05,7.71815058558603e-05,"P51149/P27824/P55735/P61163/Q10567/Q00610/P63010/O95782/O94979/O43237/O94855/P09496/O94973/P50570/P84077/Q9Y6B6/Q13409/Q15436/Q12840/P07339/P42025/P07996/P53992/Q99538/Q13561/Q14203/O15020/O95486",28
"GO:0015985","GO:0015985","energy coupled proton transport, down electrochemical gradient","11/1513","37/27563",2.98833551998268e-06,9.23292629622236e-05,8.12617553679502e-05,"P48047/O75947/P06576/P25705/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539",11
"GO:0015986","GO:0015986","ATP synthesis coupled proton transport","11/1513","37/27563",2.98833551998268e-06,9.23292629622236e-05,8.12617553679502e-05,"P48047/O75947/P06576/P25705/Q9UJZ1/O75964/P30049/P56134/P36542/P56385/P24539",11
"GO:0002576","GO:0002576","platelet degranulation","25/1513","163/27563",3.11905361075736e-06,9.58173269224661e-05,8.43317051449885e-05,"P04075/P21333/P12814/P11021/O43707/P68366/P05121/P07737/P01033/P23528/P62937/O43852/Q9Y490/P02751/P35609/P13473/P08962/P09486/P07602/P07996/Q01518/P02768/P61764/P05067/P18206",25
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","27/1513","185/27563",3.3846981630626e-06,0.000103387143889912,9.09941282474067e-05,"P51149/P27824/P55735/P61163/Q10567/Q00610/P63010/O95782/O94979/O43237/O94855/P09496/O94973/P50570/P84077/Q9Y6B6/Q13409/Q15436/Q12840/P07339/P42025/P53992/Q99538/Q13561/Q14203/O15020/O95486",27
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","16/1513","77/27563",3.56430662886421e-06,0.000107650069869517,9.47460573432561e-05,"P09651/P26599/P17844/P23246/O00422/P52272/Q07955/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/Q8WXF0/Q15287/Q9NR56/P49756",16
"GO:0006007","GO:0006007","glucose catabolic process","16/1513","77/27563",3.56430662886421e-06,0.000107650069869517,9.47460573432561e-05,"P04075/P04406/P06733/P00338/P19367/P60174/P00558/P09972/P14618/Q08043/P13929/P18669/P15259/P09104/P30613/P52789",16
"GO:0034975","GO:0034975","protein folding in endoplasmic reticulum","7/1513","14/27563",3.61256252900757e-06,0.000108348509306729,9.53607748538821e-05,"P30101/P11021/P14625/P27824/P27797/Q8IXB1/Q8N766",7
"GO:1990542","GO:1990542","mitochondrial transmembrane transport","18/1513","95/27563",3.62774026696637e-06,0.000108348509306729,9.53607748538821e-05,"P48047/O75947/P06576/P25705/Q9UJZ1/O96008/O75964/P30049/P56134/Q3ZCQ8/P36542/P56385/Q15388/P07900/P24539/Q9Y3D7/O14925/Q9Y4W6",18
"GO:0090670","GO:0090670","RNA localization to Cajal body","10/1513","31/27563",3.69780025015581e-06,0.000108630459807856,9.56089279519723e-05,"Q9Y265/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q9Y230",10
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","10/1513","31/27563",3.69780025015581e-06,0.000108630459807856,9.56089279519723e-05,"Q9Y265/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q9Y230",10
"GO:0090672","GO:0090672","telomerase RNA localization","10/1513","31/27563",3.69780025015581e-06,0.000108630459807856,9.56089279519723e-05,"Q9Y265/P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643/Q9Y230",10
"GO:0048013","GO:0048013","ephrin receptor signaling pathway","28/1513","197/27563",3.80088073398386e-06,0.000111051819705963,9.77400394694363e-05,"P60709/P61158/P63261/P60660/O14950/P19105/O15145/P60953/P24844/P59998/P61586/P61160/O15144/O15511/P23528/O15143/P63010/O95782/O00560/P63000/O94973/P35579/P49810/Q92542/Q92747/O14672/Q7Z406/P35749",28
"GO:0019674","GO:0019674","NAD metabolic process","22/1513","134/27563",3.85657536900901e-06,0.000112069995588067,9.86361666213115e-05,"P40926/P04075/P04406/P55072/P06733/P00338/P19367/P36957/P60174/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P18669/P15259/O43837/P09104/P30613/P52789",22
"GO:1904816","GO:1904816","positive regulation of protein localization to chromosome, telomeric region","9/1513","25/27563",4.04977393307456e-06,0.000117051530452736,0.000103020564964177,"P78371/P40227/Q99832/P50990/P50991/P17987/P48643/Q9BVP2/P29590",9
"GO:0034329","GO:0034329","cell junction assembly","48/1513","439/27563",4.69373133032391e-06,0.000134938500704927,0.000118763424316386,"P60709/P63261/P21333/Q15149/P61224/P62834/P12814/P05556/O43707/P08134/P04216/Q15404/Q86UE4/P61586/P35221/P17301/P23229/Q9NVD7/Q03135/O60716/P48059/P08648/Q9ULV4/Q9Y490/Q14315/P63000/P02751/P35609/P02533/Q08043/P50281/P11047/P35222/Q14247/P13647/P50552/Q9HBI1/P07996/Q13418/O75955/Q07157/P19022/P14923/Q8N3R9/Q9UPN3/P18206/Q9Y4G6/Q03001",48
"GO:0048207","GO:0048207","vesicle targeting, rough ER to cis-Golgi","20/1513","116/27563",4.88145069830402e-06,0.000138850153196203,0.000122206187072551,"O75396/P13987/Q9H0U4/P49755/P62820/P55735/Q8WVM8/P54920/P49257/O43617/O94979/O94855/P46459/O14653/Q15363/Q9Y6B6/Q15436/P53992/Q08379/O95486",20
"GO:0048208","GO:0048208","COPII vesicle coating","20/1513","116/27563",4.88145069830402e-06,0.000138850153196203,0.000122206187072551,"O75396/P13987/Q9H0U4/P49755/P62820/P55735/Q8WVM8/P54920/P49257/O43617/O94979/O94855/P46459/O14653/Q15363/Q9Y6B6/Q15436/P53992/Q08379/O95486",20
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","32/1513","246/27563",5.50074442043764e-06,0.000154827235624465,0.000136268096830351,"P40926/P04075/P04406/P30044/P11177/P55072/P06733/P00338/P08559/P23368/P19367/P36957/P60174/Q9BRR6/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P09622/P18669/Q8N0Y7/P15259/O95479/O43837/P09104/P07205/P30613/P52789/Q9ULD0",32
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","32/1513","246/27563",5.50074442043764e-06,0.000154827235624465,0.000136268096830351,"P40926/P04075/P04406/P30044/P11177/P55072/P06733/P00338/P08559/P23368/P19367/P36957/P60174/Q9BRR6/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P09622/P18669/Q8N0Y7/P15259/O95479/O43837/P09104/P07205/P30613/P52789/Q9ULD0",32
"GO:0042455","GO:0042455","ribonucleoside biosynthetic process","28/1513","201/27563",5.63178064058027e-06,0.00015760717759701,0.000138714807193483,"P48047/P04075/O75947/P06576/P25705/P55072/Q9UJZ1/P21589/O75964/P30049/P56134/P36542/P56385/P54819/O95340/P24539/Q9UJS0/P15531/P22392/P14618/O75323/Q9UIJ7/P11908/P60891/P07864/P17812/O43252/P30613",28
"GO:0006998","GO:0006998","nuclear envelope organization","21/1513","127/27563",5.65814458263075e-06,0.00015760717759701,0.000138714807193483,"P02545/O75531/O14656/Q13148/P50402/Q9BTV4/Q5JTV8/Q9UH99/P30153/Q9HC98/P67775/O14657/O95067/P63151/Q8NFQ8/P57740/P12270/Q8N1F7/O75694/P49790/P52948",21
"GO:0044068","GO:0044068","modulation by symbiont of host cellular process","18/1513","98/27563",5.74314997806599e-06,0.000159150382897334,0.000140073028493796,"P12236/O00629/P52292/Q9P0L0/O00505/O95292/Q14974/P19525/O15131/Q86U42/P06756/P52294/P57740/P12270/Q8N1F7/O75694/P49790/P52948",18
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","27/1513","193/27563",7.58455207543334e-06,0.00020910026644887,0.000184035420129948,"P51149/P27824/P55735/P61163/Q10567/Q00610/P63010/O95782/O94979/O43237/O94855/P09496/O94973/P50570/P84077/Q9Y6B6/Q13409/Q15436/Q12840/P07339/P42025/P53992/Q99538/Q13561/Q14203/O15020/O95486",27
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","30/1513","227/27563",7.77120842317959e-06,0.000213153145321497,0.000187602480462902,"P02545/Q9Y6C9/P28331/Q9Y3D6/P04179/Q3ZCQ8/P61981/P62258/P63104/P05141/P0DMV8/P0DMV9/P30405/P51398/P27348/Q96A26/P12235/Q03405/P42765/P48507/O00429/Q9GZY8/Q8N163/P62714/P49841/Q9UQM7/Q8IXI1/O60313/O14983/P52789",30
"GO:0043244","GO:0043244","regulation of protein complex disassembly","24/1513","161/27563",8.03878864019142e-06,0.000219373237206442,0.000193076970011544,"Q01082/Q13813/P52907/P63241/Q9H299/Q12797/P35241/P23528/Q9UHB6/Q9Y281/P47755/Q6IS14/Q9GZV4/P62495/Q9Y3A5/P35609/P35611/P48681/P06396/Q9NYL9/O15020/Q9H2D6/P11277/P78559",24
"GO:0019054","GO:0019054","modulation by virus of host process","17/1513","91/27563",8.18095710442323e-06,0.000222125380774643,0.000195499214164713,"P12236/O00629/P52292/Q9P0L0/O00505/O95292/Q14974/P19525/O15131/Q86U42/P52294/P57740/P12270/Q8N1F7/O75694/P49790/P52948",17
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","8/1513","21/27563",8.65236914425465e-06,0.000232575682597565,0.000204696838439077,"P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643",8
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","8/1513","21/27563",8.65236914425465e-06,0.000232575682597565,0.000204696838439077,"P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643",8
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","16/1513","83/27563",9.87668761534629e-06,0.000264164540398516,0.000232499140251278,"P11142/P11940/P08621/O43390/Q96EP5/Q15427/P0DMV8/P0DMV9/P38159/Q9Y2W1/Q9UMS4/Q8TCS8/Q7Z2W4/Q6P1J9/Q09161/A5YKK6",16
"GO:0031047","GO:0031047","gene silencing by RNA","27/1513","196/27563",1.01216678301196e-05,0.000269376664627343,0.000237086487214111,"P62805/P22626/P98179/P68431/P84243/Q71DI3/P11940/Q7KZF4/O75569/Q9BWF3/Q9H9J2/P62826/Q92879/Q92600/P57740/P55265/Q8TB72/Q09161/Q14671/P12270/Q9NQI0/Q9BXP5/Q8N1F7/O75694/P49790/A5YKK6/P52948",27
"GO:0006635","GO:0006635","fatty acid beta-oxidation","21/1513","132/27563",1.05064898150863e-05,0.000276876908068155,0.000243687676567661,"P40939/P30084/P49748/P38117/Q16698/P13804/Q9NY65/P55084/O75521/P22307/P11310/P42126/Q15067/P09110/Q16836/P51659/Q9H845/Q13011/P26440/P45954/P22033",21
"GO:0044003","GO:0044003","modification by symbiont of host morphology or physiology","21/1513","132/27563",1.05064898150863e-05,0.000276876908068155,0.000243687676567661,"P12236/O00629/P52292/Q9P0L0/O00505/O95292/P26022/Q14974/P19525/O15131/Q86U42/P06756/P52294/P57740/Q7Z2W4/P02768/P12270/Q8N1F7/O75694/P49790/P52948",21
"GO:0009408","GO:0009408","response to heat","37/1513","314/27563",1.07761757998212e-05,0.000282598639511408,0.000248723544134512,"P10809/P11142/P55072/Q9UDY4/P09601/P62258/P08238/Q13557/P0DMV8/P0DMV9/P17066/P35244/P54652/P07900/P25685/P28482/P34931/O75190/Q13555/Q8N163/Q13554/Q08211/Q16576/O60884/P07996/P49841/Q96EY1/Q9UL15/Q9UQM7/P57740/O75475/P30613/P12270/Q8N1F7/O75694/P49790/P52948",37
"GO:0006733","GO:0006733","oxidoreduction coenzyme metabolic process","33/1513","266/27563",1.09065455258988e-05,0.0002837123574863,0.00024970376074971,"P40926/P04075/P04406/P30044/P11177/P55072/P06733/P00338/P08559/P23368/P19367/P36957/P60174/Q16795/Q9BRR6/P00558/P07195/Q02218/P09972/P14618/Q08043/P13929/P09622/P18669/Q8N0Y7/P15259/O95479/O43837/P09104/P07205/P30613/P52789/Q9ULD0",33
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","7/1513","16/27563",1.0924192336247e-05,0.0002837123574863,0.00024970376074971,"P31930/P99999/Q9UDW1/P22695/O75439/P07919/P14927",7
"GO:0030834","GO:0030834","regulation of actin filament depolymerization","16/1513","84/27563",1.15846537709424e-05,0.000298642594526225,0.000262844310462755,"Q01082/Q13813/P52907/Q9H299/P35241/P23528/Q9UHB6/Q9Y281/P47755/P35609/P35611/P06396/Q9NYL9/O15020/Q9H2D6/P11277",16
"GO:0009083","GO:0009083","branched-chain amino acid catabolic process","11/1513","42/27563",1.16101752708298e-05,0.000298642594526225,0.000262844310462755,"Q99714/P24752/P35914/P09622/P31937/P26440/Q6NVY1/P45954/P49189/P11182/P34896",11
"GO:0050685","GO:0050685","positive regulation of mRNA processing","13/1513","58/27563",1.21256175191176e-05,0.00031041580848941,0.000273206269415707,"P11142/P11940/P08621/Q96EP5/Q15427/P0DMV8/P0DMV9/P38159/Q9Y2W1/Q9UMS4/Q6P1J9/Q09161/A5YKK6",13
"GO:0045899","GO:0045899","positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","8/1513","22/27563",1.29419492347171e-05,0.000325121117223548,0.000286148852976161,"P62333/P43686/P62191/P17980/P62195/P35998/Q13422/Q86VP6",8
"GO:1903405","GO:1903405","protein localization to nuclear body","8/1513","22/27563",1.29419492347171e-05,0.000325121117223548,0.000286148852976161,"P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643",8
"GO:1904867","GO:1904867","protein localization to Cajal body","8/1513","22/27563",1.29419492347171e-05,0.000325121117223548,0.000286148852976161,"P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643",8
"GO:1990173","GO:1990173","protein localization to nucleoplasm","8/1513","22/27563",1.29419492347171e-05,0.000325121117223548,0.000286148852976161,"P78371/P40227/Q99832/P50990/P49368/P50991/P17987/P48643",8
"GO:0046031","GO:0046031","ADP metabolic process","23/1513","155/27563",1.32913274715387e-05,0.000332345006916241,0.000292506815101916,"P04075/P04406/P06733/P00338/P19367/P54819/P60174/Q9BRR6/P00558/Q02218/P09972/P14618/Q08043/P13929/P18669/Q8N0Y7/P15259/Q9UIJ7/P09104/P07205/P30613/P52789/Q9ULD0",23
"GO:0010257","GO:0010257","NADH dehydrogenase complex assembly","18/1513","105/27563",1.55346513891823e-05,0.000383093054441485,0.000337171694806249,"O75489/P49821/O96000/P28331/O43920/Q16718/Q16795/O95168/P19404/O95182/P56556/Q9UI09/O95299/O75306/O75251/O00217/O95831/Q9H845",18
"GO:0032981","GO:0032981","mitochondrial respiratory chain complex I assembly","18/1513","105/27563",1.55346513891823e-05,0.000383093054441485,0.000337171694806249,"O75489/P49821/O96000/P28331/O43920/Q16718/Q16795/O95168/P19404/O95182/P56556/Q9UI09/O95299/O75306/O75251/O00217/O95831/Q9H845",18
"GO:0097031","GO:0097031","mitochondrial respiratory chain complex I biogenesis","18/1513","105/27563",1.55346513891823e-05,0.000383093054441485,0.000337171694806249,"O75489/P49821/O96000/P28331/O43920/Q16718/Q16795/O95168/P19404/O95182/P56556/Q9UI09/O95299/O75306/O75251/O00217/O95831/Q9H845",18
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","14/1513","68/27563",1.60163749714121e-05,0.000388589087382512,0.000342008918347507,"P83731/P30050/P61254/Q9UNX3/P62750/P62913/Q02878/P42766/P46777/P50914/P56537/Q15050/Q9Y3B7/Q9H7B2",14
"GO:0030260","GO:0030260","entry into host cell","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
"GO:0044409","GO:0044409","entry into host","29/1513","224/27563",1.6263494170585e-05,0.000388589087382512,0.000342008918347507,"P09382/P08865/P05556/P07237/P02786/P13164/Q01628/Q01629/P17301/P15144/Q03135/P62937/P63172/P08648/P0DMV8/P0DMV9/O00505/P26022/Q15758/P11279/Q14108/P18084/P06756/P07858/P06396/Q14258/Q9UPT5/Q96KP1/P49790",29
